ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
20553	I [first person singular]		I	ŋa¹³	ŋa¹³	ŋ a ¹³			20553		0
16111	I [first person singular]		I	ŋɯ¹³	ŋɯ¹³	ŋ ɯ ¹³			16111		0
20420	above		over / above	je¹³ntɕhə⁵⁵	je¹³ntɕhə⁵⁵	j e ¹³ ◦ n tɕ h ə ⁵⁵			20420	!	0
20581	all		all / everything	tə⁵⁵ɬye⁵⁵	tə⁵⁵ɬye⁵⁵	t ə ⁵⁵ ◦ ɬ y e ⁵⁵			20581		0
20650	bad		bad	qa⁵⁵stsue⁵⁵	qa⁵⁵stsue⁵⁵	q a ⁵⁵ ◦ s ts u e ⁵⁵			20650	!	0
20421	below, under		below / under	me¹³ntɕhə⁵⁵	me¹³ntɕhə⁵⁵	m e ¹³ ◦ n tɕ h ə ⁵⁵			20421	!	0
20582	big		big / large	qo⁵⁵rʒi¹³	qo⁵⁵rʒi¹³	q o ⁵⁵ ◦ r ʒ i ¹³			20582	! rʒ	0
20613	black		black	ȵe⁵⁵ȵe³³	ȵe⁵⁵ȵe³³	ȵ e ⁵⁵ ◦ ȵ e ³³			20613		0
20661	cold (of temperature)		cold (weather, water)	qa⁵⁵tʃa¹³	qa⁵⁵tʃa¹³	q a ⁵⁵ ◦ tʃ a ¹³			20661		0
20660	cold (of temperature)		cold (weather, water)	tʃa¹³tʃa⁵⁵	tʃa¹³tʃa⁵⁵	tʃ a ¹³ ◦ tʃ a ⁵⁵			20660		0
20645	correct (right)		right / correct	ʑe¹³	ʑe¹³	ʑ e ¹³			20645		0
20621	dark		dark	ma⁵⁵psue⁵⁵	ma⁵⁵psue⁵⁵	m a ⁵⁵ ◦ p s u e ⁵⁵			20621	!	0
20672	dirty		dirty	qa⁵⁵stsue⁵⁵	qa⁵⁵stsue⁵⁵	q a ⁵⁵ ◦ s ts u e ⁵⁵			20672	!	0
23597	dry		dry	ru¹³ru³³	ru¹³ru³³	r u ¹³ ◦ r u ³³			23597		0
20626	early		early	qa⁵⁵ŋguə⁵⁵	qa⁵⁵ŋguə⁵⁵	q a ⁵⁵ ◦ ŋ g u ə ⁵⁵			20626	!	0
20468	eight		eight	pʃɛ¹³	pʃɛ¹³	p ʃ ɛ ¹³			20468	!	0
20590	far		far / distant	tha⁵⁵ri⁵⁵	tha⁵⁵ri⁵⁵	th a ⁵⁵ ◦ r i ⁵⁵			20590		0
25415	firewood		firewood	se⁵⁵	se⁵⁵	s e ⁵⁵			25415		0
20465	five		five	ŋua⁵⁵	ŋua⁵⁵	ŋ u a ⁵⁵			20465		0
20464	four		four	bʒi¹³	bʒi¹³	b ʒ i ¹³			20464	!	0
20598	full		full	psɔ⁵⁵	psɔ⁵⁵	p s ɔ ⁵⁵			20598	!	0
20649	good		good	qa⁵⁵tɕhi⁵⁵	qa⁵⁵tɕhi⁵⁵	q a ⁵⁵ ◦ tɕ h i ⁵⁵			20649	!	0
20617	green		green	n̥ɯ⁵⁵n̥ɯ³³	n̥ɯ⁵⁵n̥ɯ³³	n̥ ɯ ⁵⁵ ◦ n̥ ɯ ³³			20617		0
20638	hard		hard	qɯ⁵⁵qɯ³³	qɯ⁵⁵qɯ³³	q ɯ ⁵⁵ ◦ q ɯ ³³			20638		0
20562	he or she [third person singular]		he	pa¹³	pa¹³	p a ¹³			20562		0
16141	he or she [third person singular]		he	tsɛ¹³	tsɛ¹³	ts ɛ ¹³			16141		0
20622	heavy		heavy	qa⁵⁵rlə⁵⁵	qa⁵⁵rlə⁵⁵	q a ⁵⁵ ◦ r l ə ⁵⁵			20622	!	0
20570	here		here	tʃi⁵⁵ kɯ⁵⁵	tʃi⁵⁵ kɯ⁵⁵	tʃ i ⁵⁵ _ k ɯ ⁵⁵			20570		0
22402	high / tall		high / tall	mthy³³mthy⁵⁵	mthy³³mthy⁵⁵	m th y ³³ ◦ m th y ⁵⁵			22402	!	0
20610	horizontal		horizontal	mtʂhe⁵⁵mtʂhe³³	mtʂhe⁵⁵mtʂhe³³	m tʂ h e ⁵⁵ ◦ m tʂ h e ³³			20610	!	0
20659	hot		hot	qa⁵⁵lu⁵⁵	qa⁵⁵lu⁵⁵	q a ⁵⁵ ◦ l u ⁵⁵			20659		0
22087	hot		hot	lu⁵⁵lu³³	lu⁵⁵lu³³	l u ⁵⁵ ◦ l u ³³			22087		0
20483	hundred		hundred	bdʑə¹³	bdʑə¹³	b dʑ ə ¹³			20483	!	0
20410	inside		inside	qo¹³ŋa⁵⁵	qo¹³ŋa⁵⁵	q o ¹³ ◦ ŋ a ⁵⁵			20410		0
24560	knife		knife	tʂi¹³ji⁵⁵	tʂi¹³ji⁵⁵	tʂ i ¹³ ◦ j i ⁵⁵			24560		0
20627	late		late	qa⁵⁵noŋ⁵⁵	qa⁵⁵noŋ⁵⁵	q a ⁵⁵ ◦ n o ŋ ⁵⁵			20627		0
20405	left		left	spu⁵⁵ʁʑye⁵⁵	spu⁵⁵ʁʑye⁵⁵	s p u ⁵⁵ ◦ ʁ ʑ y e ⁵⁵			20405	!	0
20623	light (of weight)		light (weight)	ʑe⁵⁵ʑe³³	ʑe⁵⁵ʑe³³	ʑ e ⁵⁵ ◦ ʑ e ³³			20623		0
20588	long		long	qa³³ʂsi⁵⁵	qa³³ʂsi⁵⁵	q a ³³ ◦ ʂ s i ⁵⁵			20588	!	0
20600	many		many / much	qa⁵⁵ji³³	qa⁵⁵ji³³	q a ⁵⁵ ◦ j i ³³			20600		0
20403	middle		middle	tha¹³və⁵⁵	tha¹³və⁵⁵	th a ¹³ ◦ v ə ⁵⁵			20403		0
20431	morning		morning	mthɛ³³riɛ⁵⁵	mthɛ³³riɛ⁵⁵	m th ɛ ³³ ◦ r i ɛ ⁵⁵			20431	!	0
20593	narrow		narrow	tɕhə⁵⁵tʃhə³³	tɕhə⁵⁵tʃhə³³	tɕh ə ⁵⁵ ◦ tʃh ə ³³			20593	!	0
20591	near		near	qɛ¹³qɛ⁵⁵	qɛ¹³qɛ⁵⁵	q ɛ ¹³ ◦ q ɛ ⁵⁵			20591		0
